filename,flower_name_loc,latitude,longitude
image01.jpg,Trumpet Tree (Science Centre),22.419463,114.207998
image02.jpg,Dragon Boat Flower (LSK),22.4195015,114.2033456
image03.jpg,China Rose (NA),22.4213681,114.2081949
image04.jpg,Trailing Lantana (Forum),22.4197059,114.2045089
image05.jpg,Yellow Rose (TKP),22.419309,114.203915
image06.jpg,Orange Trumpet (Library),22.419702,114.203724
image07.jpg,Paperflower (Central Ave.),22.4198032,114.2064046
image08.jpg,Paperflower (UC),22.420868,114.205183
image09.jpg,Cherry Blossom (Chih Hsing Hall/ NA),22.4213136,114.2089727
